Absolute performance profile for SolverTime
Filter: time >= 10.0 by at least one solver and no fail for all solvers
            SHOTcq0  SHOTcq1  SHOTcq2  SHOThq0  SHOThq1  SHOThq2  baron  scip  virt. best  virt. worst
187.518164        6       12       19       11       14       18     19    15          23            3
188.149263        6       12       19       11       14       18     19    15          23            3
188.780361        6       12       19       11       14       18     19    15          23            3
189.411459        6       12       19       11       14       18     19    15          23            3
190.042557        6       12       19       11       14       18     19    15          23            3
190.673655        6       12       19       11       14       18     19    15          23            3
191.304754        6       12       19       11       14       18     19    15          23            3
191.935852        6       12       19       11       14       18     19    15          23            3
192.566950        6       12       19       11       14       18     19    15          23            3
193.198048        6       12       19       11       14       18     19    15          23            3
193.829146        6       12       19       11       14       18     19    15          23            3
194.460244        6       12       19       11       14       18     19    15          23            3
195.091343        6       12       19       11       14       18     19    15          23            3
195.722441        6       12       19       11       14       18     19    15          23            3
196.353539        6       12       19       11       14       18     19    15          23            3
196.984637        6       12       19       11       14       18     19    15          23            3
197.615735        6       12       19       11       14       18     19    15          23            3
198.246834        6       12       19       11       14       18     19    15          23            3
198.877932        6       12       19       11       14       18     19    15          23            3
199.509030        6       12       19       11       14       18     19    15          23            3
200.140128        6       12       19       11       14       18     19    15          23            3
200.771226        6       12       19       11       14       18     19    15          23            3
201.402325        6       12       19       11       14       18     19    15          23            3
202.033423        6       12       19       11       14       18     19    15          23            3
202.664521        6       12       19       11       14       18     19    15          23            3
203.295619        6       12       19       11       14       18     19    15          23            3
203.926717        6       12       19       11       14       18     19    15          23            3
204.557816        6       12       19       11       14       18     19    15          23            3
205.188914        6       12       19       11       14       18     19    15          23            3
205.820012        6       12       19       11       14       18     19    15          23            3
206.451110        6       12       19       11       14       18     19    15          23            3
207.082208        6       12       19       11       14       18     19    15          23            3
207.713307        6       12       19       11       14       18     19    15          23            3
208.344405        6       12       19       11       14       18     19    15          23            3
208.975503        6       12       19       11       14       18     19    15          23            3
209.606601        6       12       19       11       14       18     19    15          23            3
210.237699        6       12       19       11       14       18     19    15          23            3
210.868798        6       12       19       11       14       18     19    15          23            3
211.499896        6       12       19       11       14       18     19    15          23            3
212.130994        6       12       19       11       14       18     19    15          23            3
212.762092        6       12       19       11       14       18     19    15          23            3
213.393190        6       12       19       11       14       18     19    15          23            3
214.024289        6       12       19       11       14       18     19    15          23            3
214.655387        6       12       19       11       14       18     19    15          23            3
215.286485        6       12       19       11       14       18     19    15          23            3
215.917583        6       12       19       11       14       18     19    15          23            3
216.548681        6       12       19       11       14       18     19    15          23            3
217.179780        6       12       19       11       14       18     19    15          23            3
217.810878        6       12       19       11       14       18     19    15          23            3
218.441976        6       12       19       11       14       18     19    15          23            3
219.073074        6       12       19       11       14       18     19    15          23            3
219.704172        6       12       19       11       14       18     19    15          23            3
220.335271        6       12       19       11       14       18     19    15          23            3
220.966369        6       12       19       11       14       18     19    15          23            3
221.597467        6       12       19       11       14       18     19    15          23            3
222.228565        6       12       19       11       14       18     19    15          23            3
222.859663        6       12       19       11       14       18     19    15          23            3
223.490762        6       12       19       11       14       18     19    15          23            3
224.121860        6       12       19       11       14       18     19    15          23            3
224.752958        6       12       19       11       14       18     19    15          23            3
225.384056        6       12       19       11       14       18     19    15          23            3
226.015154        6       12       19       11       14       18     19    15          23            3
226.646253        6       12       19       11       14       18     19    15          23            3
227.277351        6       12       19       11       14       18     19    15          23            3
227.908449        6       12       19       11       14       18     19    15          23            3
228.539547        6       12       19       12       14       18     19    15          23            3
229.170645        6       12       19       12       14       18     19    15          23            3
229.801743        6       12       19       12       14       18     19    15          23            3
230.432842        6       12       19       12       14       18     19    15          23            3
231.063940        6       12       19       12       14       18     19    15          23            3
231.695038        6       12       19       12       14       18     19    15          23            3
232.326136        6       12       19       12       14       18     19    15          23            3
232.957234        6       12       19       12       14       18     19    15          23            3
233.588333        6       12       19       12       14       18     19    15          23            3
234.219431        6       12       19       12       14       18     19    15          23            3
234.850529        6       12       19       12       14       18     19    15          23            3
235.481627        6       12       19       12       14       18     19    15          23            3
236.112725        6       12       19       12       14       18     19    15          23            3
236.743824        6       12       19       12       14       18     19    15          23            3
237.374922        6       12       19       12       14       18     19    15          23            3
238.006020        6       12       19       12       14       18     19    15          23            3
238.637118        6       12       19       12       14       18     19    15          23            3
239.268216        6       12       19       12       14       18     19    15          23            3
239.899315        6       12       19       12       14       18     19    15          23            3
240.530413        6       12       19       12       14       18     19    15          23            3
241.161511        6       12       19       12       14       19     19    15          23            3
241.792609        6       12       19       12       14       19     20    15          23            3
242.423707        6       12       19       12       14       19     20    15          23            3
243.054806        6       12       19       12       14       19     20    15          23            3
243.685904        6       12       19       12       14       19     20    15          23            3
244.317002        6       12       19       12       14       19     20    15          23            3
244.948100        6       12       19       12       14       19     20    15          23            3
245.579198        6       12       19       12       14       19     20    15          23            3
246.210297        6       12       19       12       14       19     20    15          23            3
246.841395        6       12       19       12       14       19     20    15          23            3
247.472493        6       12       19       12       14       19     20    15          23            3
248.103591        6       12       19       12       14       19     20    15          23            3
248.734689        6       12       19       12       14       19     20    15          23            3
249.365788        6       12       19       12       14       19     20    15          23            3
249.996886        6       12       19       12       14       19     20    15          23            3
250.627984        6       12       19       12       14       19     20    15          23            3
251.259082        6       12       19       12       14       19     20    15          23            3
251.890180        6       12       19       12       14       19     20    15          23            3
252.521279        6       12       19       12       14       19     20    15          23            3
253.152377        6       12       19       12       14       19     20    15          23            3
253.783475        6       12       19       12       14       19     20    15          23            3
254.414573        6       12       19       12       14       19     20    15          23            3
255.045671        6       12       19       12       14       19     20    15          23            3
255.676770        6       12       19       12       14       19     20    15          23            3
256.307868        6       12       19       12       14       19     20    15          23            3
256.938966        6       12       19       12       14       19     20    15          23            3
257.570064        6       12       19       12       14       19     20    15          23            3
258.201162        6       12       19       12       14       19     20    15          23            3
258.832261        6       12       19       12       14       19     20    15          23            3
259.463359        6       12       19       12       14       19     20    15          23            3
260.094457        6       12       19       12       14       19     20    15          23            3
260.725555        6       12       19       12       14       19     20    15          23            3
261.356653        6       12       19       12       14       19     20    15          23            3
261.987752        6       12       19       12       14       19     20    15          23            3
262.618850        6       12       19       12       14       19     20    15          23            3
263.249948        6       12       19       12       14       19     20    15          23            3
263.881046        6       12       19       12       14       19     20    15          23            3
264.512144        6       12       19       12       14       19     20    15          23            3
265.143242        6       12       19       12       14       19     20    15          23            3
265.774341        6       12       19       12       14       19     20    15          23            3
266.405439        6       12       19       12       14       19     20    15          23            3
267.036537        6       12       19       12       14       19     20    15          23            3
267.667635        6       12       19       12       14       19     20    15          23            3
268.298733        6       12       19       12       14       19     20    15          23            3
268.929832        6       12       19       12       14       19     20    15          23            3
269.560930        6       12       19       12       14       19     20    15          23            3
270.192028        6       12       19       12       14       19     20    15          23            3
270.823126        6       12       19       12       14       19     20    15          23            3
271.454224        6       12       19       12       14       19     20    15          23            3
272.085323        6       12       19       12       14       19     20    15          23            3
